성별,나이,키,몸무게,BMI,BMI_분류,추천 운동 횟수,추천식단
남성,26,170,40,13.8,저체중,0,없음
남성,34,171,45,15.4,저체중,0,없음
남성,34,182,85,25.7,비만 1단계,3,채식
여성,34,175,96,31.3,비만 2단계,4,채식
여성,25,166,76,27.6,비만 1단계,3,단백질식
남성,27,182,62,18.7,정상,0,없음
남성,26,169,83,29.1,비만 1단계,3,채식
남성,22,166,100,36.3,비만 3단계,5,채식
남성,19,181,55,16.8,저체중,0,없음
남성,25,159,66,26.1,비만 1단계,3,채식
여성,24,181,86,26.3,비만 1단계,3,채식
여성,38,154,65,27.4,비만 1단계,3,저염식
남성,37,170,63,21.8,정상,0,없음
남성,20,154,55,23.2,비만 3단계,5,저염식
여성,23,153,64,27.3,비만 1단계,3,저염식
남성,35,169,80,28,비만 1단계,3,저염식
여성,17,158,73,29.2,비만 1단계,3,채식
남성,21,156,44,18.1,저체중,0,없음
여성,20,173,91,30.4,비만 2단계,4,채식
여성,33,167,58,20.8,정상,0,없음
여성,38,170,72,24.9,비만 3단계,5,저염식
남성,25,176,85,27.4,비만 1단계,3,단백질식
남성,29,163,99,37.3,비만 3단계,5,단백질식
여성,33,183,71,21.2,정상,0,없음
남성,24,166,77,27.9,비만 1단계,3,저염식
여성,36,154,93,39.2,비만 3단계,5,단백질식
남성,39,178,96,30.3,비만 2단계,4,단백질식
여성,12,174,66,21.8,정상,0,없음
남성,24,170,82,28.4,비만 1단계,3,채식
남성,24,165,44,16.2,저체중,0,없음
남성,18,155,54,22.5,정상,0,없음
여성,33,184,66,19.5,정상,0,없음
남성,33,153,61,26.1,비만 1단계,3,저염식
남성,39,180,99,30.6,비만 2단계,4,채식
남성,26,172,74,25,비만 1단계,3,단백질식
여성,16,153,40,17.1,저체중,0,없음
여성,16,170,85,29.4,비만 1단계,3,단백질식
남성,20,181,62,18.9,정상,0,없음
여성,38,178,83,26.2,비만 1단계,3,채식
여성,31,178,82,25.9,비만 1단계,3,저염식
남성,17,180,91,28.1,비만 1단계,3,단백질식
남성,24,173,78,26.1,비만 1단계,3,채식
여성,12,159,71,28.1,비만 1단계,3,저염식
남성,40,155,71,29.6,비만 1단계,3,단백질식
남성,34,154,81,34.2,비만 2단계,4,저염식
남성,38,151,62,27.2,비만 1단계,3,채식
여성,27,155,46,19.1,정상,0,없음
남성,22,174,83,27.4,비만 1단계,3,채식
여성,38,163,70,26.3,비만 1단계,3,채식
여성,20,151,68,29.8,비만 1단계,3,단백질식
남성,13,185,96,28,비만 1단계,3,단백질식
여성,10,169,56,19.6,정상,0,없음
남성,37,153,69,29.5,비만 1단계,3,저염식
여성,40,168,79,28,비만 1단계,3,단백질식
남성,37,182,54,16.3,저체중,0,없음
남성,40,176,89,28.7,비만 1단계,3,채식
여성,31,153,52,22.2,정상,0,없음
남성,36,174,58,19.2,정상,0,없음
남성,20,180,74,22.8,정상,0,없음
남성,11,161,87,33.6,비만 2단계,4,저염식
여성,30,161,60,23.1,비만 3단계,5,단백질식
남성,28,160,55,21.5,정상,0,없음
여성,10,174,80,26.4,비만 1단계,3,저염식
남성,26,184,72,21.3,정상,0,없음
남성,18,161,79,30.5,비만 2단계,4,채식
여성,32,169,49,17.2,저체중,0,없음
남성,34,176,97,31.3,비만 2단계,4,단백질식
여성,25,165,51,18.7,정상,0,없음
남성,38,155,65,27.1,비만 1단계,3,채식
남성,40,183,47,14,저체중,0,없음
남성,24,172,46,15.5,저체중,0,없음
여성,14,179,97,30.3,비만 2단계,4,채식
여성,37,180,75,23.1,비만 3단계,5,단백질식
남성,31,167,68,24.4,비만 3단계,5,저염식
남성,30,178,70,22.1,정상,0,없음
여성,22,156,59,24.2,비만 3단계,5,저염식
여성,13,180,73,22.5,정상,0,없음
여성,35,170,71,24.6,비만 3단계,5,저염식
여성,40,151,60,26.3,비만 1단계,3,단백질식
남성,31,170,84,29.1,비만 1단계,3,저염식
여성,27,173,57,19,정상,0,없음
여성,21,179,97,30.3,비만 2단계,4,저염식
남성,12,165,90,33.1,비만 2단계,4,저염식
남성,12,177,61,19.5,정상,0,없음
남성,23,165,51,18.7,정상,0,없음
여성,26,181,97,29.6,비만 1단계,3,저염식
남성,36,168,73,25.9,비만 1단계,3,저염식
남성,23,166,47,17.1,저체중,0,없음
여성,34,168,57,20.2,정상,0,없음
남성,24,168,94,33.3,비만 2단계,4,저염식
여성,11,183,45,13.4,저체중,0,없음
남성,22,167,59,21.2,정상,0,없음
여성,18,170,68,23.5,비만 3단계,5,저염식
여성,12,177,69,22,정상,0,없음
여성,34,163,46,17.3,저체중,0,없음
남성,39,150,77,34.2,비만 2단계,4,저염식
여성,14,166,76,27.6,비만 1단계,3,채식
여성,19,178,87,27.5,비만 1단계,3,채식
남성,27,185,56,16.4,저체중,0,없음
여성,23,152,73,31.6,비만 2단계,4,채식
남성,25,181,48,14.7,저체중,0,없음
여성,29,151,84,36.8,비만 3단계,5,채식
여성,38,170,54,18.7,정상,0,없음
여성,30,168,57,20.2,정상,0,없음
여성,10,178,56,17.7,저체중,0,없음
남성,20,160,57,22.3,정상,0,없음
남성,17,173,76,25.4,비만 1단계,3,저염식
여성,10,175,76,24.8,비만 3단계,5,저염식
남성,27,172,95,32.1,비만 2단계,4,저염식
남성,16,180,57,17.6,저체중,0,없음
여성,11,174,53,17.5,저체중,0,없음
여성,16,183,59,17.6,저체중,0,없음
남성,12,168,97,34.4,비만 2단계,4,단백질식
남성,29,155,45,18.7,정상,0,없음
여성,29,160,68,26.6,비만 1단계,3,채식
남성,20,160,61,23.8,비만 3단계,5,채식
여성,40,155,51,21.2,정상,0,없음
여성,21,181,80,24.4,비만 3단계,5,저염식
여성,33,152,88,38.1,비만 3단계,5,저염식
여성,19,150,74,32.9,비만 2단계,4,저염식
남성,12,174,71,23.5,비만 3단계,5,저염식
여성,16,173,84,28.1,비만 1단계,3,저염식
여성,24,167,96,34.4,비만 2단계,4,저염식
남성,37,152,100,43.3,비만 3단계,5,저염식
남성,16,181,94,28.7,비만 1단계,3,단백질식
여성,14,156,81,33.3,비만 2단계,4,저염식
남성,33,152,58,25.1,비만 1단계,3,채식
여성,19,164,52,19.3,정상,0,없음
여성,32,174,73,24.1,비만 3단계,5,단백질식
여성,31,172,96,32.4,비만 2단계,4,채식
남성,22,178,91,28.7,비만 1단계,3,채식
남성,17,174,87,28.7,비만 1단계,3,채식
여성,16,160,55,21.5,정상,0,없음
남성,13,172,90,30.4,비만 2단계,4,채식
여성,27,162,70,26.7,비만 1단계,3,채식
여성,39,179,70,21.8,정상,0,없음
여성,39,182,68,20.5,정상,0,없음
여성,31,173,40,13.4,저체중,0,없음
여성,38,183,93,27.8,비만 1단계,3,단백질식
여성,24,184,41,12.1,저체중,0,없음
남성,34,153,63,26.9,비만 1단계,3,채식
여성,18,162,99,37.7,비만 3단계,5,단백질식
여성,26,172,59,19.9,정상,0,없음
남성,38,150,74,32.9,비만 2단계,4,저염식
남성,25,151,53,23.2,비만 3단계,5,채식
여성,37,175,58,18.9,정상,0,없음
여성,30,157,90,36.5,비만 3단계,5,단백질식
여성,38,166,67,24.3,비만 3단계,5,저염식
남성,11,165,69,25.3,비만 1단계,3,단백질식
남성,29,158,90,36.1,비만 3단계,5,저염식
남성,18,180,59,18.2,저체중,0,없음
남성,14,174,83,27.4,비만 1단계,3,채식
남성,14,182,50,15.1,저체중,0,없음
남성,10,159,43,17,저체중,0,없음
여성,28,163,47,17.7,저체중,0,없음
여성,28,181,55,16.8,저체중,0,없음
여성,35,182,79,23.8,비만 3단계,5,단백질식
여성,38,182,52,15.7,저체중,0,없음
여성,34,154,80,33.7,비만 2단계,4,저염식
남성,18,179,44,13.7,저체중,0,없음
남성,24,168,56,19.8,정상,0,없음
남성,17,168,82,29.1,비만 1단계,3,채식
남성,18,177,60,19.2,정상,0,없음
여성,15,184,52,15.4,저체중,0,없음
여성,29,162,93,35.4,비만 3단계,5,단백질식
남성,37,158,66,26.4,비만 1단계,3,채식
남성,38,182,74,22.3,정상,0,없음
남성,28,171,55,18.8,정상,0,없음
여성,34,178,79,24.9,비만 3단계,5,저염식
여성,29,171,64,21.9,정상,0,없음
남성,35,181,62,18.9,정상,0,없음
여성,23,178,70,22.1,정상,0,없음
여성,25,180,80,24.7,비만 3단계,5,저염식
남성,26,167,74,26.5,비만 1단계,3,채식
남성,21,179,70,21.8,정상,0,없음
남성,20,180,70,21.6,정상,0,없음
여성,15,162,49,18.7,정상,0,없음
여성,39,155,42,17.5,저체중,0,없음
여성,19,173,64,21.4,정상,0,없음
남성,37,151,78,34.2,비만 2단계,4,저염식
여성,17,174,54,17.8,저체중,0,없음
남성,33,182,56,16.9,저체중,0,없음
남성,21,165,57,20.9,정상,0,없음
남성,29,163,68,25.6,비만 1단계,3,채식
남성,39,151,80,35.1,비만 3단계,5,채식
남성,32,158,88,35.3,비만 3단계,5,저염식
남성,19,170,64,22.1,정상,0,없음
여성,25,153,64,27.3,비만 1단계,3,저염식
여성,38,170,69,23.9,비만 3단계,5,채식
남성,28,152,66,28.6,비만 1단계,3,단백질식
여성,19,170,84,29.1,비만 1단계,3,저염식
남성,17,163,52,19.6,정상,0,없음
남성,40,172,84,28.4,비만 1단계,3,채식
남성,35,156,57,23.4,비만 3단계,5,단백질식
여성,27,160,83,32.4,비만 2단계,4,채식
남성,26,179,67,20.9,정상,0,없음
여성,20,180,63,19.4,정상,0,없음
여성,15,156,79,32.5,비만 2단계,4,단백질식
여성,27,155,100,41.6,비만 3단계,5,저염식
여성,36,175,84,27.4,비만 1단계,3,저염식
여성,32,169,47,16.5,저체중,0,없음
남성,40,150,67,29.8,비만 1단계,3,저염식
남성,37,184,46,13.6,저체중,0,없음
여성,11,160,69,27,비만 1단계,3,채식
남성,30,157,42,17,저체중,0,없음
남성,39,184,63,18.6,정상,0,없음
남성,33,175,56,18.3,저체중,0,없음
남성,19,178,60,18.9,정상,0,없음
여성,21,177,65,20.7,정상,0,없음
여성,18,181,76,23.2,비만 3단계,5,저염식
남성,39,166,48,17.4,저체중,0,없음
여성,10,161,79,30.5,비만 2단계,4,단백질식
여성,30,165,63,23.1,비만 3단계,5,단백질식
여성,13,178,95,30,비만 2단계,4,단백질식
남성,22,172,89,30.1,비만 2단계,4,단백질식
여성,17,184,90,26.6,비만 1단계,3,저염식
여성,17,150,92,40.9,비만 3단계,5,저염식
남성,19,161,63,24.3,비만 3단계,5,저염식
여성,22,157,81,32.9,비만 2단계,4,단백질식
남성,12,157,86,34.9,비만 2단계,4,단백질식
여성,28,185,61,17.8,저체중,0,없음
여성,33,175,72,23.5,비만 3단계,5,저염식
여성,29,157,93,37.7,비만 3단계,5,단백질식
남성,29,177,46,14.7,저체중,0,없음
남성,31,180,70,21.6,정상,0,없음
남성,14,174,72,23.8,비만 3단계,5,저염식
여성,12,180,94,29,비만 1단계,3,단백질식
남성,21,152,92,39.8,비만 3단계,5,단백질식
여성,22,156,76,31.2,비만 2단계,4,단백질식
남성,13,153,58,24.8,비만 3단계,5,채식
여성,18,182,44,13.3,저체중,0,없음
여성,23,169,99,34.7,비만 2단계,4,채식
여성,15,181,42,12.8,저체중,0,없음
남성,40,167,50,17.9,저체중,0,없음
여성,26,184,42,12.4,저체중,0,없음
여성,29,180,87,26.9,비만 1단계,3,채식
남성,18,165,60,22,정상,0,없음
여성,37,163,89,33.5,비만 2단계,4,단백질식
남성,20,167,86,30.8,비만 2단계,4,저염식
여성,28,161,63,24.3,비만 3단계,5,저염식
여성,35,158,90,36.1,비만 3단계,5,채식
남성,40,150,70,31.1,비만 2단계,4,저염식
여성,21,168,95,33.7,비만 2단계,4,단백질식
여성,22,167,80,28.7,비만 1단계,3,채식
남성,25,151,76,33.3,비만 2단계,4,단백질식
여성,38,163,77,29,비만 1단계,3,단백질식
남성,21,179,52,16.2,저체중,0,없음
남성,39,176,69,22.3,정상,0,없음
여성,29,165,76,27.9,비만 1단계,3,채식
남성,37,169,66,23.1,비만 3단계,5,단백질식
여성,32,169,77,27,비만 1단계,3,단백질식
여성,34,184,62,18.3,저체중,0,없음
여성,10,167,46,16.5,저체중,0,없음
남성,13,177,50,16,저체중,0,없음
남성,29,159,98,38.8,비만 3단계,5,저염식
여성,18,183,42,12.5,저체중,0,없음
남성,34,182,90,27.2,비만 1단계,3,단백질식
남성,28,160,95,37.1,비만 3단계,5,채식
여성,26,181,65,19.8,정상,0,없음
남성,26,168,63,22.3,정상,0,없음
남성,25,169,45,15.8,저체중,0,없음
여성,32,180,77,23.8,비만 3단계,5,채식
남성,33,175,62,20.2,정상,0,없음
남성,16,185,79,23.1,비만 3단계,5,저염식
남성,13,158,55,22,정상,0,없음
여성,34,162,75,28.6,비만 1단계,3,저염식
여성,40,155,75,31.2,비만 2단계,4,단백질식
남성,29,155,96,40,비만 3단계,5,채식
남성,12,150,67,29.8,비만 1단계,3,저염식
남성,10,180,57,17.6,저체중,0,없음
남성,40,168,59,20.9,정상,0,없음
남성,37,167,48,17.2,저체중,0,없음
남성,33,154,77,32.5,비만 2단계,4,채식
남성,24,167,77,27.6,비만 1단계,3,저염식
여성,27,157,80,32.5,비만 2단계,4,채식
여성,30,155,70,29.1,비만 1단계,3,채식
여성,27,157,97,39.4,비만 3단계,5,단백질식
남성,19,179,79,24.7,비만 3단계,5,저염식
여성,34,151,61,26.8,비만 1단계,3,단백질식
남성,26,159,40,15.8,저체중,0,없음
여성,34,150,88,39.1,비만 3단계,5,저염식
여성,36,183,40,11.9,저체중,0,없음
여성,14,159,65,25.7,비만 1단계,3,채식
여성,22,185,41,12,저체중,0,없음
남성,13,152,57,24.7,비만 3단계,5,단백질식
여성,30,162,97,37,비만 3단계,5,저염식
남성,30,184,76,22.4,정상,0,없음
여성,29,173,91,30.4,비만 2단계,4,채식
남성,32,174,84,27.7,비만 1단계,3,단백질식
남성,14,150,44,19.6,정상,0,없음
여성,21,162,96,36.6,비만 3단계,5,단백질식
남성,17,178,89,28.1,비만 1단계,3,저염식
남성,18,154,57,24,비만 3단계,5,단백질식
여성,11,178,81,25.6,비만 1단계,3,단백질식
남성,31,168,49,17.4,저체중,0,없음
여성,29,163,96,36.1,비만 3단계,5,저염식
여성,11,165,93,34.2,비만 2단계,4,채식
남성,23,166,52,18.9,정상,0,없음
남성,25,160,48,18.7,정상,0,없음
여성,24,164,60,22.3,정상,0,없음
여성,39,171,60,20.5,정상,0,없음
남성,30,158,49,19.6,정상,0,없음
남성,11,170,55,19,정상,0,없음
남성,33,182,68,20.5,정상,0,없음
여성,26,176,40,12.9,저체중,0,없음
여성,10,163,41,15.4,저체중,0,없음
남성,34,155,73,30.4,비만 2단계,4,저염식
여성,38,159,72,28.5,비만 1단계,3,저염식
남성,13,150,43,19.1,정상,0,없음
남성,25,170,62,21.5,정상,0,없음
여성,23,182,89,26.9,비만 1단계,3,채식
여성,40,181,59,18,저체중,0,없음
여성,25,162,72,27.4,비만 1단계,3,단백질식
여성,19,163,59,22.2,정상,0,없음
남성,20,185,57,16.7,저체중,0,없음
여성,37,153,92,39.3,비만 3단계,5,저염식
남성,26,153,77,32.9,비만 2단계,4,저염식
남성,34,167,77,27.6,비만 1단계,3,채식
남성,19,178,67,21.1,정상,0,없음
남성,24,152,69,29.9,비만 1단계,3,채식
남성,38,168,66,23.4,비만 3단계,5,저염식
여성,10,165,78,28.7,비만 1단계,3,단백질식
남성,16,171,51,17.4,저체중,0,없음
남성,31,152,78,33.8,비만 2단계,4,채식
여성,32,166,60,21.8,정상,0,없음
여성,31,157,46,18.7,정상,0,없음
여성,23,168,62,22,정상,0,없음
남성,23,183,60,17.9,저체중,0,없음
남성,34,166,75,27.2,비만 1단계,3,채식
여성,21,176,49,15.8,저체중,0,없음
여성,24,170,84,29.1,비만 1단계,3,채식
남성,28,184,40,11.8,저체중,0,없음
여성,25,184,59,17.4,저체중,0,없음
남성,38,180,71,21.9,정상,0,없음
여성,38,181,77,23.5,비만 3단계,5,채식
여성,14,163,67,25.2,비만 1단계,3,채식
여성,36,177,60,19.2,정상,0,없음
남성,12,164,84,31.2,비만 2단계,4,채식
남성,17,177,61,19.5,정상,0,없음
남성,19,161,95,36.6,비만 3단계,5,저염식
여성,18,158,86,34.4,비만 2단계,4,단백질식
남성,23,180,99,30.6,비만 2단계,4,저염식
여성,28,170,97,33.6,비만 2단계,4,저염식
여성,18,170,53,18.3,저체중,0,없음
남성,24,173,93,31.1,비만 2단계,4,채식
남성,15,180,73,22.5,정상,0,없음
남성,22,177,73,23.3,비만 3단계,5,저염식
여성,34,172,97,32.8,비만 2단계,4,단백질식
여성,32,174,54,17.8,저체중,0,없음
여성,40,162,81,30.9,비만 2단계,4,저염식
남성,14,170,99,34.3,비만 2단계,4,저염식
남성,19,167,61,21.9,정상,0,없음
여성,11,176,47,15.2,저체중,0,없음
남성,13,150,87,38.7,비만 3단계,5,단백질식
여성,29,151,62,27.2,비만 1단계,3,채식
남성,35,185,41,12,저체중,0,없음
여성,40,177,91,29,비만 1단계,3,단백질식
여성,21,170,51,17.6,저체중,0,없음
여성,22,162,77,29.3,비만 1단계,3,저염식
남성,19,150,59,26.2,비만 1단계,3,저염식
남성,11,150,93,41.3,비만 3단계,5,채식
남성,15,160,45,17.6,저체중,0,없음
남성,14,157,95,38.5,비만 3단계,5,단백질식
여성,38,172,55,18.6,정상,0,없음
여성,11,184,59,17.4,저체중,0,없음
남성,34,155,61,25.4,비만 1단계,3,저염식
여성,10,178,59,18.6,정상,0,없음
여성,24,157,77,31.2,비만 2단계,4,저염식
여성,32,169,71,24.9,비만 3단계,5,채식
남성,38,152,78,33.8,비만 2단계,4,단백질식
여성,24,157,64,26,비만 1단계,3,저염식
여성,32,173,67,22.4,정상,0,없음
여성,19,172,79,26.7,비만 1단계,3,채식
남성,37,184,61,18,저체중,0,없음
여성,16,181,79,24.1,비만 3단계,5,단백질식
여성,14,168,79,28,비만 1단계,3,저염식
남성,33,159,47,18.6,정상,0,없음
남성,11,182,97,29.3,비만 1단계,3,단백질식
여성,30,161,86,33.2,비만 2단계,4,저염식
남성,31,170,52,18,저체중,0,없음
남성,11,165,56,20.6,정상,0,없음
여성,25,154,61,25.7,비만 1단계,3,채식
남성,40,182,47,14.2,저체중,0,없음
남성,20,184,63,18.6,정상,0,없음
남성,39,168,57,20.2,정상,0,없음
여성,16,183,99,29.6,비만 1단계,3,저염식
여성,39,171,47,16.1,저체중,0,없음
여성,18,171,60,20.5,정상,0,없음
남성,30,179,95,29.6,비만 1단계,3,단백질식
여성,25,183,74,22.1,정상,0,없음
남성,25,170,55,19,정상,0,없음
남성,16,151,74,32.5,비만 2단계,4,채식
남성,11,180,98,30.2,비만 2단계,4,단백질식
남성,28,170,82,28.4,비만 1단계,3,단백질식
남성,26,174,72,23.8,비만 3단계,5,단백질식
여성,33,180,90,27.8,비만 1단계,3,채식
남성,21,169,44,15.4,저체중,0,없음
여성,28,172,44,14.9,저체중,0,없음
여성,31,176,68,22,정상,0,없음
남성,39,168,69,24.4,비만 3단계,5,저염식
